INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182020307,301,Robbery,ROBBERY - STREET,C6,914,,2018-03-16 22:30:00,2018,3,Friday,22,Part One,OLD COLONY AVE,42.32422562,-71.05242608,"(42.32422562, -71.05242608)"
I182020253,301,Robbery,ROBBERY - STREET,C6,234,,2018-03-18 02:32:00,2018,3,Sunday,2,Part One,BAY VIEW PL,42.3314085,-71.03911986,"(42.33140850, -71.03911986)"
I182020117,301,Robbery,ROBBERY - STREET,B2,263,,2018-03-17 14:35:00,2018,3,Saturday,14,Part One,BLUE HILL AVE,42.32324394,-71.07642483,"(42.32324394, -71.07642483)"
I182020117,361,Robbery,ROBBERY - OTHER,B2,263,,2018-03-17 14:35:00,2018,3,Saturday,14,Part One,BLUE HILL AVE,42.32324394,-71.07642483,"(42.32324394, -71.07642483)"
I182020108,311,Robbery,ROBBERY - COMMERCIAL,C11,401,,2018-03-17 14:33:00,2018,3,Saturday,14,Part One,TALBOT AVE,42.2871482,-71.06493039,"(42.28714820, -71.06493039)"
I182020075,301,Robbery,ROBBERY - STREET,B3,468,,2018-03-17 12:19:00,2018,3,Saturday,12,Part One,WELLINGTON HILL ST,42.28132815,-71.09564039,"(42.28132815, -71.09564039)"
I182020015,301,Robbery,ROBBERY - STREET,A7,22,,2018-03-17 02:25:00,2018,3,Saturday,2,Part One,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I182020006,301,Robbery,ROBBERY - STREET,A7,22,,2018-03-17 02:24:00,2018,3,Saturday,2,Part One,BENNINGTON ST,42.37546983,-71.03730221,"(42.37546983, -71.03730221)"
I182019974,301,Robbery,ROBBERY - STREET,A7,24,,2018-03-16 22:43:00,2018,3,Friday,22,Part One,BROOKS ST,42.37958999,-71.03556964,"(42.37958999, -71.03556964)"
I182019918,301,Robbery,ROBBERY - STREET,B2,317,,2018-03-16 15:40:00,2018,3,Friday,15,Part One,HOMESTEAD ST,42.31014403,-71.08759179,"(42.31014403, -71.08759179)"
I182019749,301,Robbery,ROBBERY - STREET,D4,171,,2018-03-16 08:27:00,2018,3,Friday,8,Part One,ALBANY ST,42.33428841,-71.07239518,"(42.33428841, -71.07239518)"
I182019354,301,Robbery,ROBBERY - STREET,B2,311,,2018-03-14 17:52:00,2018,3,Wednesday,17,Part One,EDGEWOOD ST,42.31845834,-71.08032338,"(42.31845834, -71.08032338)"
I182019147,301,Robbery,ROBBERY - STREET,E13,571,,2018-03-13 21:14:00,2018,3,Tuesday,21,Part One,FOREST HILLS ST,42.31078949,-71.10224589,"(42.31078949, -71.10224589)"
I182019078,301,Robbery,ROBBERY - STREET,A7,26,,2018-03-13 12:56:00,2018,3,Tuesday,12,Part One,BORDER ST,42.37957532,-71.04011349,"(42.37957532, -71.04011349)"
I182018677,301,Robbery,ROBBERY - STREET,A7,35,,2018-03-12 02:05:00,2018,3,Monday,2,Part One,WEBSTER ST,42.36690003,-71.03741912,"(42.36690003, -71.03741912)"
I182018671,301,Robbery,ROBBERY - STREET,B3,433,,2018-03-12 00:37:00,2018,3,Monday,0,Part One,CROWELL ST,42.28297379,-71.08194011,"(42.28297379, -71.08194011)"
I182018494,301,Robbery,ROBBERY - STREET,B3,441,,2018-03-11 08:58:00,2018,3,Sunday,8,Part One,NIGHTINGALE ST,42.2943441,-71.0860401,"(42.29434410, -71.08604010)"
I182018494,361,Robbery,ROBBERY - OTHER,B3,441,,2018-03-11 08:58:00,2018,3,Sunday,8,Part One,NIGHTINGALE ST,42.2943441,-71.0860401,"(42.29434410, -71.08604010)"
I182018384,361,Robbery,ROBBERY - OTHER,A1,78,,2018-03-10 18:03:00,2018,3,Saturday,18,Part One,CONGRESS ST,42.36156104,-71.05758234,"(42.36156104, -71.05758234)"
I182018357,301,Robbery,ROBBERY - STREET,A1,112,,2018-03-10 16:34:00,2018,3,Saturday,16,Part One,ESSEX ST,42.35249436,-71.0613928,"(42.35249436, -71.06139280)"
I182017622,301,Robbery,ROBBERY - STREET,C11,340,,2018-03-07 23:54:00,2018,3,Wednesday,23,Part One,DRAPER ST,42.30540715,-71.06547135,"(42.30540715, -71.06547135)"
I182017474,361,Robbery,ROBBERY - OTHER,D4,130,,2018-03-07 10:38:00,2018,3,Wednesday,10,Part One,BOYLSTON ST,42.34980175,-71.07840978,"(42.34980175, -71.07840978)"
I182017228,351,Robbery,ROBBERY - BANK,A15,58,,2018-03-06 14:05:00,2018,3,Tuesday,14,Part One,AUSTIN ST,42.37507158,-71.06517497,"(42.37507158, -71.06517497)"
I182017134,311,Robbery,ROBBERY - COMMERCIAL,A15,45,,2018-03-06 07:28:00,2018,3,Tuesday,7,Part One,MEDFORD ST,42.38099773,-71.06210065,"(42.38099773, -71.06210065)"
I182017113,311,Robbery,ROBBERY - COMMERCIAL,A1,83,,2018-03-06 02:53:00,2018,3,Tuesday,2,Part One,HANOVER ST,42.36683278,-71.05261725,"(42.36683278, -71.05261725)"
I182017086,311,Robbery,ROBBERY - COMMERCIAL,A7,15,,2018-03-05 20:52:00,2018,3,Monday,20,Part One,SARATOGA ST,42.38208102,-71.02170103,"(42.38208102, -71.02170103)"
I182016996,301,Robbery,ROBBERY - STREET,B2,328,,2018-03-05 16:03:00,2018,3,Monday,16,Part One,COLUMBIA RD,42.30876959,-71.07460717,"(42.30876959, -71.07460717)"
I182016627,311,Robbery,ROBBERY - COMMERCIAL,B2,330,,2018-03-04 06:47:00,2018,3,Sunday,6,Part One,BLUE HILL AVE,42.3043395,-71.08477887,"(42.30433950, -71.08477887)"
I182016623,361,Robbery,ROBBERY - OTHER,E13,930,,2018-03-04 03:00:00,2018,3,Sunday,3,Part One,COLUMBUS AVE,42.31506898,-71.09746579,"(42.31506898, -71.09746579)"
I182016483,301,Robbery,ROBBERY - STREET,D4,160,,2018-03-03 15:12:00,2018,3,Saturday,15,Part One,SHAWMUT AVE,42.34277705,-71.06952709,"(42.34277705, -71.06952709)"
I182016360,301,Robbery,ROBBERY - STREET,D4,149,,2018-03-03 00:14:00,2018,3,Saturday,0,Part One,DARTMOUTH ST,42.34767067,-71.07620742,"(42.34767067, -71.07620742)"
I182016360,361,Robbery,ROBBERY - OTHER,D4,149,,2018-03-03 00:14:00,2018,3,Saturday,0,Part One,DARTMOUTH ST,42.34767067,-71.07620742,"(42.34767067, -71.07620742)"
I182016152,311,Robbery,ROBBERY - COMMERCIAL,B3,432,,2018-03-02 09:55:00,2018,3,Friday,9,Part One,WOODROW AVE,42.28783644,-71.08101039,"(42.28783644, -71.08101039)"
I182016141,301,Robbery,ROBBERY - STREET,C6,174,,2018-03-02 07:00:00,2018,3,Friday,7,Part One,DEXTER ST,42.3303353,-71.05760678,"(42.33033530, -71.05760678)"
I182016081,361,Robbery,ROBBERY - OTHER,B2,329,,2018-03-02 01:14:00,2018,3,Friday,1,Part One,BLUE HILL AVE,42.30896999,-71.08284839,"(42.30896999, -71.08284839)"
I182016030,301,Robbery,ROBBERY - STREET,E13,302,,2018-03-01 19:18:00,2018,3,Thursday,19,Part One,CENTRE ST,42.32270922,-71.09932317,"(42.32270922, -71.09932317)"
I182015710,301,Robbery,ROBBERY - STREET,B2,329,,2018-02-26 17:30:00,2018,2,Monday,17,Part One,BLUE HILL AVE,42.30867785,-71.0829592,"(42.30867785, -71.08295920)"
I182015505,311,Robbery,ROBBERY - COMMERCIAL,D14,789,,2018-02-28 00:46:00,2018,2,Wednesday,0,Part One,BEACON ST,42.3360657,-71.1506272,"(42.33606570, -71.15062720)"
I182015505,361,Robbery,ROBBERY - OTHER,D14,789,,2018-02-28 00:46:00,2018,2,Wednesday,0,Part One,BEACON ST,42.3360657,-71.1506272,"(42.33606570, -71.15062720)"
I182015470,301,Robbery,ROBBERY - STREET,E18,481,,2018-02-27 21:46:00,2018,2,Tuesday,21,Part One,RIVER ST,42.26663472,-71.09677697,"(42.26663472, -71.09677697)"
I182015470,381,Robbery,ROBBERY - CAR JACKING,E18,481,,2018-02-27 21:46:00,2018,2,Tuesday,21,Part One,RIVER ST,42.26663472,-71.09677697,"(42.26663472, -71.09677697)"
I182015402,301,Robbery,ROBBERY - STREET,C11,367,,2018-02-26 21:30:00,2018,2,Monday,21,Part One,TRAIN ST,42.29455098,-71.0549808,"(42.29455098, -71.05498080)"
I182015274,301,Robbery,ROBBERY - STREET,B2,329,,2018-02-27 10:06:00,2018,2,Tuesday,10,Part One,BRUNSWICK ST,42.31089986,-71.08007661,"(42.31089986, -71.08007661)"
I182015161,371,Robbery,ROBBERY - HOME INVASION,C11,332,,2018-02-26 18:30:00,2018,2,Monday,18,Part One,COLUMBIA RD,42.31363409,-71.06778025,"(42.31363409, -71.06778025)"
I182015080,301,Robbery,ROBBERY - STREET,E13,572,,2018-02-26 15:39:00,2018,2,Monday,15,Part One,COLUMBUS AVE,42.31544795,-71.09817611,"(42.31544795, -71.09817611)"
I182014887,301,Robbery,ROBBERY - STREET,A7,25,,2018-02-26 00:46:00,2018,2,Monday,0,Part One,PUTNAM ST,42.38093483,-71.03342368,"(42.38093483, -71.03342368)"
I182014860,301,Robbery,ROBBERY - STREET,E13,584,,2018-02-25 20:38:00,2018,2,Sunday,20,Part One,HEATH ST,42.32665471,-71.10679596,"(42.32665471, -71.10679596)"
I182014668,301,Robbery,ROBBERY - STREET,A1, ,,2018-02-24 22:39:00,2018,2,Saturday,22,Part One,,42.35238871,-71.06260312,"(42.35238871, -71.06260312)"
I182014619,301,Robbery,ROBBERY - STREET,B2,330,,2018-02-24 18:14:00,2018,2,Saturday,18,Part One,WASHINGTON ST,42.30649283,-71.08180677,"(42.30649283, -71.08180677)"
I182014594,301,Robbery,ROBBERY - STREET,C11,352,,2018-02-21 20:00:00,2018,2,Wednesday,20,Part One,ARCADIA PARK,42.30087717,-71.06378853,"(42.30087717, -71.06378853)"
I182014568,301,Robbery,ROBBERY - STREET,B2,328,,2018-02-22 13:05:00,2018,2,Thursday,13,Part One,COLUMBIA RD,42.30876959,-71.07460717,"(42.30876959, -71.07460717)"
I182014524,361,Robbery,ROBBERY - OTHER,D4,171,,2018-02-24 11:30:00,2018,2,Saturday,11,Part One,HARRISON AVE,42.33511904,-71.0749171,"(42.33511904, -71.07491710)"
I182014381,301,Robbery,ROBBERY - STREET,B2,329,,2018-02-23 19:24:00,2018,2,Friday,19,Part One,STANWOOD TER,42.30978366,-71.08073158,"(42.30978366, -71.08073158)"
I182014168,301,Robbery,ROBBERY - STREET,C6,211,,2018-02-23 01:29:00,2018,2,Friday,1,Part One,D ST,42.34042575,-71.04894028,"(42.34042575, -71.04894028)"
I182014145,301,Robbery,ROBBERY - STREET,A7,19,,2018-02-22 21:23:00,2018,2,Thursday,21,Part One,SARATOGA ST,42.37784577,-71.03303551,"(42.37784577, -71.03303551)"
I182014100,301,Robbery,ROBBERY - STREET,C11,334,,2018-02-22 18:16:00,2018,2,Thursday,18,Part One,TRENT ST,42.30918419,-71.06553969,"(42.30918419, -71.06553969)"
I182014045,301,Robbery,ROBBERY - STREET,C6,177,,2018-02-22 13:50:00,2018,2,Thursday,13,Part One,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)"
I182014014,311,Robbery,ROBBERY - COMMERCIAL,C11,362,,2018-02-17 18:02:00,2018,2,Saturday,18,Part One,WASHINGTON ST,42.29257648,-71.07179406,"(42.29257648, -71.07179406)"
I182013986,301,Robbery,ROBBERY - STREET,D4,270,,2018-02-22 09:59:00,2018,2,Thursday,9,Part One,HARRISON AVE,42.33401829,-71.07638124,"(42.33401829, -71.07638124)"
I182013964,301,Robbery,ROBBERY - STREET,D4,179,,2018-02-22 09:09:00,2018,2,Thursday,9,Part One,ALBANY ST,42.333572,-71.0734305,"(42.33357200, -71.07343050)"
I182013822,301,Robbery,ROBBERY - STREET,C11,398,,2018-02-21 17:11:00,2018,2,Wednesday,17,Part One,TALBOT AVE,42.29004971,-71.07021576,"(42.29004971, -71.07021576)"
I182013583,301,Robbery,ROBBERY - STREET,B2,329,,2018-02-21 00:04:00,2018,2,Wednesday,0,Part One,COLUMBIA RD,42.30781095,-71.07581764,"(42.30781095, -71.07581764)"
I182013561,301,Robbery,ROBBERY - STREET,B3,428,,2018-02-20 21:50:00,2018,2,Tuesday,21,Part One,NORFOLK ST,42.28056608,-71.08801662,"(42.28056608, -71.08801662)"
I182013527,361,Robbery,ROBBERY - OTHER,C11,398,,2018-02-20 19:32:00,2018,2,Tuesday,19,Part One,WASHINGTON ST,42.28962239,-71.07141943,"(42.28962239, -71.07141943)"
I182013481,301,Robbery,ROBBERY - STREET,A7,22,,2018-02-20 17:14:00,2018,2,Tuesday,17,Part One,HAVRE ST,42.37495129,-71.03587934,"(42.37495129, -71.03587934)"
I182013371,301,Robbery,ROBBERY - STREET,D14,784,,2018-02-10 18:00:00,2018,2,Saturday,18,Part One,WARREN ST,42.34988575,-71.14522971,"(42.34988575, -71.14522971)"
I182013363,351,Robbery,ROBBERY - BANK,E5,679,,2018-02-20 11:08:00,2018,2,Tuesday,11,Part One,BELGRADE AVE,42.28665632,-71.13128576,"(42.28665632, -71.13128576)"
I182013235,311,Robbery,ROBBERY - COMMERCIAL,E5,561,,2018-02-19 19:48:00,2018,2,Monday,19,Part One,FLORENCE ST,42.28597581,-71.12013926,"(42.28597581, -71.12013926)"
I182013179,301,Robbery,ROBBERY - STREET,B2,279,,2018-02-19 16:24:00,2018,2,Monday,16,Part One,DUDLEY ST,42.328597,-71.08274741,"(42.32859700, -71.08274741)"
I182013160,301,Robbery,ROBBERY - STREET,A1,63,,2018-02-10 02:30:00,2018,2,Saturday,2,Part One,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)"
I182013016,301,Robbery,ROBBERY - STREET,D4,591,,2018-02-18 22:00:00,2018,2,Sunday,22,Part One,BOYLSTON ST,42.34674238,-71.08970931,"(42.34674238, -71.08970931)"
I182012974,361,Robbery,ROBBERY - OTHER,B2,316,,2018-02-18 16:45:00,2018,2,Sunday,16,Part One,HAROLD ST,42.31396775,-71.09178832,"(42.31396775, -71.09178832)"
I182012870,301,Robbery,ROBBERY - STREET,A7,824,,2018-02-18 04:19:00,2018,2,Sunday,4,Part One,EUTAW ST,42.38020764,-71.03493578,"(42.38020764, -71.03493578)"
I182012699,301,Robbery,ROBBERY - STREET,C11,236,,2018-02-17 12:52:00,2018,2,Saturday,12,Part One,E COTTAGE ST,42.31990058,-71.06085392,"(42.31990058, -71.06085392)"
I182012689,361,Robbery,ROBBERY - OTHER,D4,130,,2018-02-17 11:47:00,2018,2,Saturday,11,Part One,BOYLSTON ST,42.34980175,-71.07840978,"(42.34980175, -71.07840978)"
I182012533,301,Robbery,ROBBERY - STREET,C6,177,,2018-02-16 19:14:00,2018,2,Friday,19,Part One,SOUTHAMPTON ST,42.33210843,-71.07014395,"(42.33210843, -71.07014395)"
I182012487,311,Robbery,ROBBERY - COMMERCIAL,A7,5,,2018-02-16 16:16:00,2018,2,Friday,16,Part One,SARATOGA ST,42.38490217,-71.00186562,"(42.38490217, -71.00186562)"
I182012323,301,Robbery,ROBBERY - STREET,B2,329,,2018-02-15 23:24:00,2018,2,Thursday,23,Part One,WASHINGTON ST,42.30775024,-71.08273084,"(42.30775024, -71.08273084)"
I182012322,361,Robbery,ROBBERY - OTHER,E13,577,,2018-02-16 01:38:00,2018,2,Friday,1,Part One,BOYLSTON ST,42.31631666,-71.1029721,"(42.31631666, -71.10297210)"
I182012312,301,Robbery,ROBBERY - STREET,A7,28,,2018-02-16 00:30:00,2018,2,Friday,0,Part One,GOVE ST,42.37194136,-71.03816414,"(42.37194136, -71.03816414)"
I182012267,301,Robbery,ROBBERY - STREET,B2,329,,2018-02-15 18:58:00,2018,2,Thursday,18,Part One,DEVON ST,42.30987217,-71.07959478,"(42.30987217, -71.07959478)"
I182012194,301,Robbery,ROBBERY - STREET,C11,361,,2018-02-14 12:15:00,2018,2,Wednesday,12,Part One,BOURNESIDE ST,42.29579205,-71.06245826,"(42.29579205, -71.06245826)"
I182012124,371,Robbery,ROBBERY - HOME INVASION,C6,213,,2018-02-15 12:50:00,2018,2,Thursday,12,Part One,W THIRD ST,42.33768604,-71.04696266,"(42.33768604, -71.04696266)"
I182012028,301,Robbery,ROBBERY - STREET,A1,117,,2018-02-15 06:37:00,2018,2,Thursday,6,Part One,WASHINGTON ST,42.35213476,-71.06266757,"(42.35213476, -71.06266757)"
I182012022,301,Robbery,ROBBERY - STREET,C6,177,,2018-02-15 04:26:00,2018,2,Thursday,4,Part One,MASSACHUSETTS AVE,42.32856401,-71.06835343,"(42.32856401, -71.06835343)"
I182012018,301,Robbery,ROBBERY - STREET,A7,27,,2018-02-15 03:31:00,2018,2,Thursday,3,Part One,MAVERICK SQ,42.36917081,-71.03970662,"(42.36917081, -71.03970662)"
I182012002,301,Robbery,ROBBERY - STREET,A1,109,,2018-02-15 01:05:00,2018,2,Thursday,1,Part One,BROAD ST,42.35736588,-71.05250551,"(42.35736588, -71.05250551)"
I182011927,311,Robbery,ROBBERY - COMMERCIAL,C11,396,,2018-02-14 18:28:00,2018,2,Wednesday,18,Part One,ROSELAND ST,42.29075482,-71.06470371,"(42.29075482, -71.06470371)"
I182011918,361,Robbery,ROBBERY - OTHER,C6,201,,2018-02-14 17:38:00,2018,2,Wednesday,17,Part One,W BROADWAY,42.34006986,-71.0527942,"(42.34006986, -71.05279420)"
I182011790,301,Robbery,ROBBERY - STREET,B2,612,,2018-02-14 09:00:00,2018,2,Wednesday,9,Part One,FRANCIS ST,42.33606304,-71.10782832,"(42.33606304, -71.10782832)"
I182011724,311,Robbery,ROBBERY - COMMERCIAL,D4,157,,2018-02-13 23:04:00,2018,2,Tuesday,23,Part One,TREMONT ST,42.34149581,-71.07624518,"(42.34149581, -71.07624518)"
I182011703,301,Robbery,ROBBERY - STREET,B2,329,,2018-02-13 19:44:00,2018,2,Tuesday,19,Part One,COLUMBIA RD,42.30733393,-71.0763704,"(42.30733393, -71.07637040)"
I182011692,311,Robbery,ROBBERY - COMMERCIAL,A7,824,,2018-02-13 18:58:00,2018,2,Tuesday,18,Part One,TRENTON ST,42.38070263,-71.03157225,"(42.38070263, -71.03157225)"
I182011664,301,Robbery,ROBBERY - STREET,C6,177,,2018-02-13 17:39:00,2018,2,Tuesday,17,Part One,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)"
I182011619,361,Robbery,ROBBERY - OTHER,A1,111,,2018-02-13 13:19:00,2018,2,Tuesday,13,Part One,WINTER ST,42.35554806,-71.0607314,"(42.35554806, -71.06073140)"
I182011555,301,Robbery,ROBBERY - STREET,A1,119,,2018-02-04 21:15:00,2018,2,Sunday,21,Part One,TREMONT ST,42.35540738,-71.06312433,"(42.35540738, -71.06312433)"
I182011521,311,Robbery,ROBBERY - COMMERCIAL,C11,365,,2018-02-13 08:40:00,2018,2,Tuesday,8,Part One,DORCHESTER AVE,42.2908347,-71.06288798,"(42.29083470, -71.06288798)"
I182011510,311,Robbery,ROBBERY - COMMERCIAL,A15,54,,2018-02-13 07:08:00,2018,2,Tuesday,7,Part One,MAIN ST,42.37746305,-71.06697969,"(42.37746305, -71.06697969)"
I182011463,301,Robbery,ROBBERY - STREET,A1,111,,2018-02-12 22:08:00,2018,2,Monday,22,Part One,AVERY ST,42.3532601,-71.06283216,"(42.35326010, -71.06283216)"
I182011433,301,Robbery,ROBBERY - STREET,C11,359,,2018-02-12 19:43:00,2018,2,Monday,19,Part One,REGINA RD,42.29524857,-71.07108773,"(42.29524857, -71.07108773)"
I182011384,301,Robbery,ROBBERY - STREET,D4,170,,2018-02-12 16:21:00,2018,2,Monday,16,Part One,HARRISON AVE,42.335007,-71.075067,"(42.33500700, -71.07506700)"
I182011077,311,Robbery,ROBBERY - COMMERCIAL,D4,624,,2018-02-11 10:44:00,2018,2,Sunday,10,Part One,BOYLSTON ST,42.34489594,-71.09659186,"(42.34489594, -71.09659186)"
I182011047,361,Robbery,ROBBERY - OTHER,C11,393,,2018-02-11 06:00:00,2018,2,Sunday,6,Part One,DORCHESTER AVE,42.28657334,-71.06408374,"(42.28657334, -71.06408374)"
I182011036,361,Robbery,ROBBERY - OTHER,B3,466,,2018-02-11 05:02:00,2018,2,Sunday,5,Part One,BLUE HILL AVE,42.28428259,-71.09154921,"(42.28428259, -71.09154921)"
I182011019,311,Robbery,ROBBERY - COMMERCIAL,A1,78,,2018-02-11 01:52:00,2018,2,Sunday,1,Part One,HANOVER ST,42.36179428,-71.0571127,"(42.36179428, -71.05711270)"
I182011003,361,Robbery,ROBBERY - OTHER,A1,91,,2018-02-11 01:12:00,2018,2,Sunday,1,Part One,COMMERCIAL ST,42.3616006,-71.05296127,"(42.36160060, -71.05296127)"
I182010780,301,Robbery,ROBBERY - STREET,E13,575,,2018-02-10 04:34:00,2018,2,Saturday,4,Part One,BOYLSTON ST,42.31433686,-71.10151543,"(42.31433686, -71.10151543)"
I182010777,301,Robbery,ROBBERY - STREET,A1,103,,2018-02-10 03:15:00,2018,2,Saturday,3,Part One,SCHOOL ST,42.3575462,-71.05881953,"(42.35754620, -71.05881953)"
I182010671,311,Robbery,ROBBERY - COMMERCIAL,C11,365,,2018-02-09 17:42:00,2018,2,Friday,17,Part One,DORCHESTER AVE,42.2908347,-71.06288798,"(42.29083470, -71.06288798)"
I182010625,301,Robbery,ROBBERY - STREET,B3,434,,2018-02-09 14:55:00,2018,2,Friday,14,Part One,EVANS ST,42.28229312,-71.08088944,"(42.28229312, -71.08088944)"
I182010570,351,Robbery,ROBBERY - BANK,A1,97,,2018-02-09 12:04:00,2018,2,Friday,12,Part One,SCHOOL ST,42.3575462,-71.05881953,"(42.35754620, -71.05881953)"
I182010444,311,Robbery,ROBBERY - COMMERCIAL,A1,86,,2018-02-08 21:00:00,2018,2,Thursday,21,Part One,COOPER ST,42.36444073,-71.05699892,"(42.36444073, -71.05699892)"
I182010335,351,Robbery,ROBBERY - BANK,C6,213,,2018-02-08 13:26:00,2018,2,Thursday,13,Part One,W BROADWAY,42.336112,-71.04665434,"(42.33611200, -71.04665434)"
I182010140,301,Robbery,ROBBERY - STREET,D4,903,,2018-02-07 20:14:00,2018,2,Wednesday,20,Part One,LATTIMORE CT,42.33676619,-71.08205122,"(42.33676619, -71.08205122)"
I182010022,311,Robbery,ROBBERY - COMMERCIAL,C6,233,,2018-02-07 10:20:00,2018,2,Wednesday,10,Part One,E EIGHTH ST,42.33136822,-71.04112821,"(42.33136822, -71.04112821)"
I182009962,361,Robbery,ROBBERY - OTHER,A1,111,,2018-02-07 06:38:00,2018,2,Wednesday,6,Part One,TREMONT ST,42.35540738,-71.06312433,"(42.35540738, -71.06312433)"
I182009942,301,Robbery,ROBBERY - STREET,A7,30,,2018-02-07 00:16:00,2018,2,Wednesday,0,Part One,SUMNER ST,42.36772441,-71.03706813,"(42.36772441, -71.03706813)"
I182009815,351,Robbery,ROBBERY - BANK,A1,91,,2018-02-06 15:35:00,2018,2,Tuesday,15,Part One,HANOVER ST,42.36339154,-71.05488123,"(42.36339154, -71.05488123)"
I182009697,301,Robbery,ROBBERY - STREET,B2,262,,2018-02-05 23:30:00,2018,2,Monday,23,Part One,BLUE HILL AVE,42.32153248,-71.07738533,"(42.32153248, -71.07738533)"
I182009647,301,Robbery,ROBBERY - STREET,A7,28,,2018-02-06 04:30:00,2018,2,Tuesday,4,Part One,GOVE ST,42.3721588,-71.03852378,"(42.37215880, -71.03852378)"
I182009636,361,Robbery,ROBBERY - OTHER,D14,783,,2018-02-06 00:25:00,2018,2,Tuesday,0,Part One,GORDON ST,42.34966796,-71.13995527,"(42.34966796, -71.13995527)"
I182009229,301,Robbery,ROBBERY - STREET,D4,141,,2018-02-04 14:37:00,2018,2,Sunday,14,Part One,HEREFORD ST,42.34894667,-71.08574065,"(42.34894667, -71.08574065)"
I182009191,311,Robbery,ROBBERY - COMMERCIAL,E18,522,,2018-02-04 11:07:00,2018,2,Sunday,11,Part One,HYDE PARK AVE,42.25332979,-71.12467152,"(42.25332979, -71.12467152)"
I182009056,311,Robbery,ROBBERY - COMMERCIAL,A1,75,,2018-02-03 18:45:00,2018,2,Saturday,18,Part One,PORTLAND ST,42.3642384,-71.06165515,"(42.36423840, -71.06165515)"
I182009036,361,Robbery,ROBBERY - OTHER,B2,318,,2018-02-03 17:17:00,2018,2,Saturday,17,Part One,SEAVER ST,42.30878855,-71.09055618,"(42.30878855, -71.09055618)"
I182008888,361,Robbery,ROBBERY - OTHER,A1,75,,2018-02-03 02:24:00,2018,2,Saturday,2,Part One,CAUSEWAY ST,42.36481242,-71.0623933,"(42.36481242, -71.06239330)"
I182008856,301,Robbery,ROBBERY - STREET,B3,430,,2018-02-02 20:56:00,2018,2,Friday,20,Part One,BLUE HILL AVE,42.28611489,-71.09071443,"(42.28611489, -71.09071443)"
I182008627,361,Robbery,ROBBERY - OTHER,E5,729,,2018-02-02 07:49:00,2018,2,Friday,7,Part One,VFW PKWY,42.28536992,-71.17244016,"(42.28536992, -71.17244016)"
I182008619,301,Robbery,ROBBERY - STREET,B2,602,,2018-02-02 00:43:00,2018,2,Friday,0,Part One,TREMONT ST,42.33344875,-71.10266448,"(42.33344875, -71.10266448)"
I182008577,301,Robbery,ROBBERY - STREET,D4,619,,2018-02-01 19:30:00,2018,2,Thursday,19,Part One,WESTLAND AVE,42.34391716,-71.08967541,"(42.34391716, -71.08967541)"
I182008574,311,Robbery,ROBBERY - COMMERCIAL,B2,315,,2018-02-01 22:01:00,2018,2,Thursday,22,Part One,HUMBOLDT AVE,42.31521134,-71.08783592,"(42.31521134, -71.08783592)"
I182008569,311,Robbery,ROBBERY - COMMERCIAL,C11,393,,2018-02-01 21:12:00,2018,2,Thursday,21,Part One,DORCHESTER AVE,42.28657334,-71.06408374,"(42.28657334, -71.06408374)"
I182008528,311,Robbery,ROBBERY - COMMERCIAL,B3,454,,2018-02-01 19:33:00,2018,2,Thursday,19,Part One,HARVARD ST,42.29812402,-71.07589794,"(42.29812402, -71.07589794)"
I182008350,301,Robbery,ROBBERY - STREET,A7,20,,2018-02-01 07:00:00,2018,2,Thursday,7,Part One,BROOKS ST,42.37640217,-71.03297149,"(42.37640217, -71.03297149)"
I182008319,301,Robbery,ROBBERY - STREET,D14,800,,2018-01-31 22:05:00,2018,1,Wednesday,22,Part One,PRATT ST,42.35501072,-71.12887911,"(42.35501072, -71.12887911)"
I182008310,311,Robbery,ROBBERY - COMMERCIAL,B3,443,,2018-01-31 21:18:00,2018,1,Wednesday,21,Part One,HARVARD ST,42.29648008,-71.08001594,"(42.29648008, -71.08001594)"
I182007848,301,Robbery,ROBBERY - STREET,C6,192,,2018-01-26 17:00:00,2018,1,Friday,17,Part One,PREBLE ST,42.32924234,-71.05362304,"(42.32924234, -71.05362304)"
I182007812,301,Robbery,ROBBERY - STREET,A7,19,,2018-01-30 02:41:00,2018,1,Tuesday,2,Part One,PRESCOTT ST,42.37904767,-71.0298208,"(42.37904767, -71.02982080)"
I182007774,311,Robbery,ROBBERY - COMMERCIAL,C6,233,,2018-01-29 21:23:00,2018,1,Monday,21,Part One,E EIGHTH ST,42.33135698,-71.04206352,"(42.33135698, -71.04206352)"
I182007742,301,Robbery,ROBBERY - STREET,D4,270,,2018-01-28 00:00:00,2018,1,Sunday,0,Part One,COLUMBUS AVE,42.31370136,-71.09551192,"(42.31370136, -71.09551192)"
